id,title,release_date,popularity,vote_average,vote_count,original_language,genre_ids,overview
1930,The Amazing Spider-Man,2012-06-23,14.3281,6.733,18446,en,"[28, 12, 878]","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
228150,Fury,2014-10-15,14.2184,7.543,12877,en,"[10752, 18, 28]","April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."
799876,The Outfit,2022-02-25,15.1847,7.084,1342,en,"[80, 18, 53, 9648]","Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters."
226674,The Adolescent,1979-01-24,15.079,4.536,14,fr,[18],"In the summer of 1939, 13-year-old Marie goes with her parents to visit her grandparents in a small town near Avignon. Marie discovers her femininity and falls for a young Jewish doctor, but he prefers Eva, Marie's mother."
436270,Black Adam,2022-10-19,16.3153,6.81,6991,en,"[28, 12, 878]","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
436270,Black Adam,2022-10-19,16.3153,6.81,6990,en,"[28, 12, 878]","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
505642,Black Panther: Wakanda Forever,2022-11-09,15.5759,7.004,7425,en,"[28, 12, 878]","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda."
2105,American Pie,1999-07-09,15.3131,6.604,8268,en,"[35, 10749]","At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom."
936245,Hidden Face,2024-11-20,17.3532,5.1,66,ko,"[9648, 53]","Su-yeon, a cellist in an orchestra led by her fiancé and conductor Sung-jin, disappears one day, leaving behind only a video recording. Sung-jin is devasted over the loss of Su-yeon, but feels a strong attraction to Mi-ju, a cellist who fills in for his fiancée. Then one rainy night, Sung-jin and Mi-ju get swept away by their mutual desires for each other and commit an unforgivable act at Su-yeon's house."
796,Cruel Intentions,1999-03-05,16.5569,6.798,3546,en,"[18, 10749]","Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession."
106,Predator,1987-06-12,14.0762,7.547,9048,en,"[878, 28, 12, 53]",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
346364,It,2017-09-06,18.3259,7.24,20265,en,"[27, 53, 18]","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise."
639988,No Other Choice,2025-09-24,14.9956,7.515,1009,ko,"[35, 80, 53]","After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity."
284054,Black Panther,2018-02-13,14.3819,7.362,23418,en,"[28, 12, 878]","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
863,Toy Story 2,1999-10-30,16.2573,7.6,14823,en,"[16, 35, 10751]","Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
49026,The Dark Knight Rises,2012-07-17,15.7522,7.794,24273,en,"[28, 80, 18, 53]","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
359410,Road House,2024-03-08,14.8203,6.925,2984,en,"[28, 53, 18]","Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems."
1572073,The Deadly Little Mermaid,2026-03-06,16.3689,4.942,26,en,[27],"Some secrets are better left at the bottom of the ocean. Once she's in your house, there is no escape. When a struggling artist pulls a beautiful, unconscious woman from the freezing coastal waters, he thinks he’s performed a miracle. But as she recovers within the walls of his secluded home, a series of unsettling events leads him to a terrifying realization: her presence is no coincidence. She is inextricably linked to the same watery grave that claimed his family years ago."
9340,The Goonies,1985-06-07,13.3658,7.516,6207,en,"[12, 35, 10751]","Young teen Mikey Walsh and his friends set off on a quest to find Pirate One-Eyed Willie's treasure in hopes of saving their homes from demolition. However, on their quest to find the treasure, they run into a family of recently escaped criminals, determined to capture the kids and reach the treasure first."
1317672,Love Me Love Me,2026-02-12,16.5728,5.748,230,en,"[10749, 18]","After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted."
1010820,Groot's Pursuit,2022-08-10,12.0087,7.1,281,en,"[16, 10751, 35, 878]","Groot investigates a spooky noise that’s been haunting the Quadrant, which leads to an intense dance off."
284053,Thor: Ragnarok,2017-10-02,15.279,7.581,21943,en,"[28, 878, 35]","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."
207,Dead Poets Society,1989-06-02,15.1189,8.3,12538,en,[18],"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster."
1197137,Black Phone 2,2025-10-15,15.0366,6.696,1054,en,"[27, 53]","Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine."
1652947,Tuklas,2026-03-20,15.9299,7.0,2,tl,[18],"The first Bisaya VMX Original stars true-blooded Bisaya Skye Gonzaga. When IT officer Chris Alvarado uncovers a financial scandal at work, he faces a moral dilemma: exposing the truth or giving in to Anna, a seductive sales manager promising success and intimacy."
857,Saving Private Ryan,1998-07-24,13.9053,8.223,17142,en,"[10752, 18, 36]","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
1100988,28 Years Later,2025-06-18,14.9699,6.61,2488,en,"[27, 53, 878]","Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well."
1582770,Dhurandhar: The Revenge,2026-03-18,17.0671,7.598,66,hi,"[28, 80, 53]","As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari."
49013,Cars 2,2011-06-11,14.8839,6.176,8439,en,"[16, 10751, 12, 35]",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
1273221,Scary Movie,2026-06-03,13.9049,0.0,0,en,"[35, 27]","Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe."
550988,Free Guy,2021-08-11,12.8648,7.45,9754,en,"[35, 12, 878]","A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late."
713704,Evil Dead Rise,2023-04-12,15.1059,6.916,3631,en,"[27, 53]","A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable."
1412,"sex, lies, and videotape",1989-08-04,14.3195,6.942,1026,en,[18],"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage."
4402,Part of the Game,2004-12-03,11.3871,7.0,1,en,"[18, 53]","Robert (25) runs a very successful illegal business, the buying and selling of drugs. In the height of success he learns that his sister Janice (16) becomes hooked on Heroin. Plagued with the ability to maintain his business or help his sister in her most trying time, Robert must choose what is most important in his life. Filled with family rivalry and the quest to do the right thing, Robert may have gotten himself in too deep this time. It's all just Part of the Game."
447365,Guardians of the Galaxy Vol. 3,2023-05-03,15.5824,7.926,8243,en,"[878, 12, 28]","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them."
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,18.982,8.083,1457,en,"[16, 28, 14]","After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament."
508947,Turning Red,2022-03-10,14.4342,7.318,5759,en,"[16, 10751, 35, 14]","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda."
920,Cars,2006-06-08,15.4019,7.025,15049,en,"[16, 12, 35, 10751]","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters."
285,Pirates of the Caribbean: At World's End,2007-05-19,15.1573,7.266,15385,en,"[12, 14, 28]","After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas."
572802,Aquaman and the Lost Kingdom,2023-12-20,12.9538,6.521,3464,en,"[28, 12, 14]","Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom."
286217,The Martian,2015-09-30,14.4602,7.696,21121,en,"[878, 18, 12]","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
72105,Ted,2012-06-29,14.5819,6.45,13121,en,"[35, 14]","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori."
1072790,Anyone But You,2023-12-21,14.9756,6.78,3037,en,"[10749, 35]","After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple."
604079,The Long Walk,2025-09-10,15.1831,6.908,1444,en,"[878, 53, 27]","In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains."
679,Aliens,1986-07-18,16.1504,7.962,10797,en,"[28, 53, 878]","Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426."
604079,The Long Walk,2025-09-10,15.1831,6.907,1443,en,"[878, 53, 27]","In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains."
679,Aliens,1986-07-18,16.1504,7.962,10797,en,"[28, 53, 878]","Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426."
78,Blade Runner,1982-06-25,13.0152,7.938,14923,en,"[878, 18, 53]","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans."
68718,Django Unchained,2012-12-25,12.694,8.19,27940,en,"[18, 37]","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
1087891,The Amateur,2025-04-09,13.8003,6.947,1577,en,"[53, 28]","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action."
425,Ice Age,2002-03-14,13.5474,7.37,14225,en,"[16, 35, 10751, 12]","Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age."
945961,Alien: Romulus,2024-08-13,15.0137,7.164,4499,en,"[27, 878]","While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
10195,Thor,2011-04-21,13.2989,6.768,22280,en,"[12, 14, 28]","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,12.1075,7.33,4556,en,"[12, 14, 35]","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people."
27,9 Songs,2004-07-16,14.162,5.542,575,en,"[18, 10402, 10749]","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs."
823219,Flow,2024-08-29,15.2673,8.082,2778,lv,"[12, 16, 10751, 14]","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together."
28,Apocalypse Now,1979-05-19,12.9659,8.267,9042,en,"[18, 10752]","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."
560016,Monkey Man,2024-04-03,12.4283,6.875,1391,en,"[28, 53]","Kid is an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him."
4951,10 Things I Hate About You,1999-03-30,14.1661,7.591,8875,en,"[35, 10749, 18]","On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own."
812,Aladdin,1992-11-25,13.7561,7.653,11980,en,"[16, 10751, 12, 14, 10749]","In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes."
577922,Tenet,2020-08-22,13.0573,7.174,11051,en,"[28, 53, 878]","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
1248226,Playdate,2025-11-04,15.8525,6.037,578,en,"[28, 35, 10751]","When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another."
1107166,Psycho Killer,2026-02-19,15.0011,5.5,45,en,"[80, 27, 9648]","Following the brutal murder of her husband, a Kansas highway patrol officer sets out on a journey to track down the perpetrator. As the hunt progresses, she comes to realize the man responsible is a sadistic serial killer, and the depth of his mental depravity and his sinister agenda is more twisted than anyone could have imagined."
822119,Captain America: Brave New World,2025-02-12,14.0951,5.979,3059,en,"[28, 53, 878]","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red."
1128650,The Prosecutor,2024-12-08,16.559,6.983,201,cn,"[28, 18, 80, 53]","A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces."
412117,The Secret Life of Pets 2,2019-05-24,13.9687,6.945,3312,en,"[10751, 35, 12, 16]","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses."
447273,Snow White,2025-03-19,14.8173,4.327,1617,en,"[10751, 14]","Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom."
1003596,Avengers: Doomsday,2026-12-16,14.9931,0.0,0,en,"[878, 28, 12]",Beloved heroes from three distinct universes are set on a deadly collision course and face an existential threat unlike anything they've ever encountered.
14161,2012,2009-10-10,14.1775,5.875,12691,en,"[28, 12, 878]","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world."
510,One Flew Over the Cuckoo's Nest,1975-11-19,13.5062,8.412,11401,en,[18],"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward."
539972,Kraven the Hunter,2024-12-11,12.8208,6.434,2311,en,"[28, 12, 53]","Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared."
976573,Elemental,2023-06-14,13.6592,7.577,5263,en,"[16, 35, 10751, 14, 10749]","In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common."
1233506,The Shrinking Man,2025-10-22,16.4752,6.048,105,fr,"[12, 878]","Paul, is an ordinary man who divides his life between his shipbuilding company, his wife Elise and their daughter Mia. During a sea trip, Paul finds himself confronted with a strange, unexplained meteorological phenomenon. From then on, Paul shrinks inexorably, without science being able to explain why or be of any help to him. When, by accident, he finds himself a prisoner in his own cellar, and while he is only a few centimeters tall, he will have to fight to survive in this banal environment that has become perilous. During this experience, Paul will find himself confronted with himself, with his humanity, and will try to answer the great questions of existence."
9806,The Incredibles,2004-10-27,13.0272,7.722,18818,en,"[28, 12, 16, 10751]","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume."
181812,Star Wars: The Rise of Skywalker,2019-12-18,12.6972,6.271,10791,en,"[12, 28, 878]","The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins."
936913,Pas à pas,2016-09-08,11.0186,0.0,0,fr,"[14, 16]","A blind man stuck in the routine of his city life, has to learn to open up to the unknown to gain some confidence."
448772,A Great Love,1995-01-01,12.5588,5.0,5,it,"[18, 35]",Two couples meet at a spa when they realize their respective suites share a bathroom.
578,Jaws,1975-06-20,13.3845,7.7,11480,en,"[27, 53, 12]","When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again."
1601243,Oscar Shaw,2026-01-09,15.6165,6.5,30,en,"[28, 80, 53, 37]","After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect."
1035259,The Naked Gun,2025-07-30,12.725,6.366,1673,en,"[28, 35, 80]","Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure."
383498,Deadpool 2,2018-05-15,14.2404,7.49,19150,en,"[28, 35, 12]",Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.
10674,Mulan,1998-06-18,13.0915,7.901,10372,en,"[16, 10751, 12]","When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for."
296096,Me Before You,2016-06-01,14.1219,7.917,13191,en,"[18, 10749]","Lou Clark, a directionless 26-year-old from the English countryside, takes a job at the local castle as a caregiver and companion to a wealthy young banker, Will Traynor. Wheelchair-bound from an accident two years prior, the once adventurous Will has all but given up — that is until Lou determines to show him that life is worth living."
62029,Bingo Bongo,1982-12-23,14.264,5.7,174,it,[35],"The ape-man, found somewhere in the jungles of Congo, transferred to Milan and named Bingo Bongo. The only one who believes in the human qualities of him is Laura, a woman anthropologist , so their affection for each other even grows to love."
1325678,Sarah's Oil,2025-11-06,15.0489,8.1,82,en,[18],"Sarah Rector, a Black girl born in early 20th-century Oklahoma Indian Territory, believes there is oil beneath the barren land she’s allotted, and her faith proves right. As greedy oil sharks close in, Sarah turns to family, friends, and some Texas wildcatters to maintain control of her oil-rich land, eventually becoming among the nation's first Black female millionaires—at eleven years old."
62029,Bingo Bongo,1982-12-23,14.264,5.7,174,it,[35],"The ape-man, found somewhere in the jungles of Congo, transferred to Milan and named Bingo Bongo. The only one who believes in the human qualities of him is Laura, a woman anthropologist , so their affection for each other even grows to love."
1325678,Sarah's Oil,2025-11-06,15.0489,8.1,82,en,[18],"Sarah Rector, a Black girl born in early 20th-century Oklahoma Indian Territory, believes there is oil beneath the barren land she’s allotted, and her faith proves right. As greedy oil sharks close in, Sarah turns to family, friends, and some Texas wildcatters to maintain control of her oil-rich land, eventually becoming among the nation's first Black female millionaires—at eleven years old."
58008,Night Nurse,1979-02-07,13.2697,5.2,53,it,[35],"A dentist invites a elderly patient to stay at his home to recover, unaware that he is a jewel thief. He plans to steal a valuable diamond but then runs into a beautiful nurse who, aside from constantly stripping nude, has plans of her own."
786892,Furiosa: A Mad Max Saga,2024-05-22,12.576,7.452,4825,en,"[28, 878, 12]","As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home."
1489187,You Drive Me Crazy,2025-10-09,13.6122,7.769,13,ru,"[35, 10749, 14]","Alisa moves into a spacious apartment in St. Petersburg, where the mirror starts to malfunction, showing the young lodger a parallel reality of the same apartment. Only it is not Alisa who lives in this parallel reality, but the party animal Ivan. Will the young people be able to recognize true love and will they be able to unite their worlds in order to meet in reality and simply touch each other?"
1363123,The Family Plan 2,2025-11-11,13.6597,6.548,557,en,"[28, 35]","Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy."
1669051,Kesong Puti,2026-04-24,13.7487,5.5,2,tl,[18],"Have a taste of VMX Newest Temptation Apphle Celso. Lena, a Kesong Puti vendor, meets a charming dairy supplier Manny. Their chemistry sparks a daring secret that transforms her humble cheese into their town’s obsession."
507086,Jurassic World Dominion,2022-06-01,13.5025,6.601,7009,en,"[12, 878, 53]","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures."
272,Batman Begins,2005-06-10,13.4988,7.723,22518,en,"[18, 80, 28]","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman."
2109,Rush Hour,1998-09-18,13.1383,7.065,5619,en,"[28, 35, 80]","When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves."
1071585,M3GAN 2.0,2025-06-25,13.1334,7.2,1296,en,"[28, 878, 53]","After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal."
653346,Kingdom of the Planet of the Apes,2024-05-08,13.103,7.052,4223,en,"[878, 12, 28]","Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike."
819,Sleepers,1996-10-18,14.5281,7.603,3838,en,"[80, 18, 53]",Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.
545611,Everything Everywhere All at Once,2022-03-24,12.7802,7.7,7889,en,"[28, 12, 878]","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes."
