id,title,release_date,popularity,vote_average,vote_count,original_language,genre_ids,overview
1084187,Pretty Lethal,2026-03-13,39.5528,6.722,342,en,"[10402, 53, 28, 27]",A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.
803796,KPop Demon Hunters,2025-06-20,38.3964,8.01,2710,en,"[14, 10402, 35, 16]","When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats."
27205,Inception,2010-07-15,36.6792,8.372,39141,en,"[28, 878, 12]","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
603,The Matrix,1999-03-31,34.0926,8.243,27781,en,"[28, 878]","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
933720,Lion,2019-09-05,28.0538,6.5,23,fr,"[12, 16]",A young lonely lion crosses an arid and desert Savannah. He discovers that the only source of water is kept by a tyrannical buffalo.
680,Pulp Fiction,1994-09-10,34.4785,8.484,30105,en,"[53, 80, 35]","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
496243,Parasite,2019-05-30,35.3477,8.494,20549,ko,"[35, 53, 18]","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
1196067,Worldbreaker,2025-10-30,39.0741,5.843,150,en,"[878, 28, 27]","Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe."
122,The Lord of the Rings: The Return of the King,2003-12-17,32.8614,8.497,26434,en,"[12, 14, 28]","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
184314,Young & Beautiful,2013-08-21,41.0143,6.505,1315,fr,[18],"Isabelle, a 17-year-old student, loses her virginity during a quick holiday romance. When she returns home, she begins a secret life as a prostitute for a year."
1290417,Thrash,2026-04-10,33.8694,5.9,520,en,"[27, 53]","When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos, and something far more frightening onto shore: hungry sharks."
81774,Exploits of a Young Don Juan,1986-11-04,36.7338,6.035,313,fr,"[35, 18]","In 1914, sixteen year old Roger returned home from boarding school during vacation to find his puberty hit hard in a house filled with beautiful women. These women have previous engagements with other men who are away, and during this time, Roger impregnates them all, including his aunt and sister, then devises plans to cuckold the men."
1272837,28 Years Later: The Bone Temple,2026-01-14,37.0468,7.118,1140,en,"[27, 53, 878]",Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.
1651233,Son-in-Law,2026-04-18,36.1276,5.1,8,es,"[35, 18]","José Sánchez has big ambitions, terrible instincts, and a mustache to match. After a string of bad deals, he accidentally bluffs his way into becoming El Serpiente, a political boss feared for all the wrong reasons. Now he must pull off one final deal to stay alive — a deal far beyond anything he can fake."
155,The Dark Knight,2008-07-16,34.8577,8.529,35646,en,"[28, 80, 53]","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
634649,Spider-Man: No Way Home,2021-12-15,35.0666,7.933,21899,en,"[28, 12, 878]","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
425274,Now You See Me: Now You Don't,2025-11-12,37.3597,6.51,1460,en,"[80, 53]","The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet."
976912,Graphic Desires,2023-08-31,42.0019,6.709,55,en,"[53, 80]","When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession."
1115544,Mike & Nick & Nick & Alice,2026-03-14,35.7141,6.796,297,en,"[35, 878, 80]","Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine."
1234821,Jurassic World Rebirth,2025-07-01,32.4765,6.266,3276,en,"[878, 12, 28]","Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades."
1010755,The Strangers: Chapter 3,2026-02-05,33.7905,5.595,142,en,"[27, 53]","Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now."
1430077,Hokum,2026-04-29,28.4962,6.962,26,en,[27],"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past."
1367642,Reminders of Him,2026-03-11,33.2761,7.268,194,en,"[10749, 18]","When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance."
1075175,How to Have Sex,2023-11-02,35.3531,6.243,492,en,[18],"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives."
13,Forrest Gump,1994-06-23,29.6691,8.464,29655,en,"[35, 18, 10749]","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
1499885,The Red Book Ritual: Gates of Hell,2025-09-18,30.7606,6.458,24,en,[27],"Robbie embarks on a dangerous quest to contact his deceased girlfriend through a ritual that summons the dead. He heads to an abandoned house with a group of young people to perform the ""Red Book Ritual."" But during the summoning, supernatural forces awaken. Now they must face ancient horrors to survive."
1177445,Cannibal Mukbang,2025-09-25,42.1003,4.722,9,en,"[27, 35, 10749]","Shy and looking for love, Mark quickly becomes smitten with the outgoing and mysterious Ash. But as his feelings for her intensify, so does his unexpected submersion into Ash's biggest love: the wild world of mukbanging. And with it, lots of bloodshed."
1446616,Tu Yaa Main,2026-02-11,31.6594,6.194,31,hi,"[53, 10749]","A wannabe rapper from the outskirts of Mumbai and an affluent influencer elope to a coastal town, only to find themselves trapped in the pool of a derelict resort fighting for survival against the wrath of a ferocious crocodile."
533535,Deadpool & Wolverine,2024-07-24,31.9585,7.557,8554,en,"[28, 35, 878]","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine."
1168190,The Wrecking Crew,2026-01-28,33.329,6.876,952,en,"[28, 35, 80, 9648]","Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart."
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,29.89,8.433,27437,en,"[12, 14, 28]","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
967998,Fatal Conspiracy,2022-05-26,36.2505,7.0,3,pt,[27],"Davi Martins, a commercial director of a financial institution, and Juliana Martins, a personal trainer, are a couple trying to recover from a crisis. At work, Davi ends up getting involved in the investigation of a financial scandal, putting himself in the crosshairs of dangerous people. Little by little, Juliana discovers that her new home may not be a new beginning, but the stage for a real nightmare. Some secrets may end her life."
28322,Madness,1980-03-20,31.454,5.0,29,it,"[53, 28, 80]","An escaped convicted murderer invades the cottage of a man, his wife and the wife's sister, whereupon he proceeds to torment this already dysfunctional trio with rape and violence."
1292415,Beast,2026-04-10,92.8001,7.2,9,en,"[28, 18]","MMA legend Patton James, now a commercial fisherman, is pulled back into the cage when his brother is in danger. Reuniting with his old coach Sammy, he commits to one final fight in one championship against the brutal champion Xavier Grau."
798645,The Running Man,2025-11-11,32.0632,6.76,1463,en,"[28, 53, 878]","Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall."
1306368,The Rip,2026-01-13,30.3271,7.1,1561,en,"[28, 53, 80]","Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question."
11013,Secretary,2002-09-20,34.1447,6.8,1886,en,"[10749, 18, 35]","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
550,Fight Club,1999-10-15,28.9222,8.437,31931,en,"[18, 53]","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."
1688652,Gary,2026-05-05,35.8036,7.7,8,en,"[18, 35]","Two friends go on a work trip and encounter unexpected challenges and local personalities as they navigate their assignment. Their efforts to adapt to unfamiliar surroundings highlights moments of humor, small-town culture and the unpredictable nature of work travel. As they troubleshoot problems, their experience leaves a lasting impression and offers new perspectives on their friendship."
1215106,Ko Ga Loak Village,2025-11-06,23.9818,5.143,7,th,"[35, 27]","A wave of chilling serial murders emerges, marked by the gruesome decay of male victims' secret part. As the police investigate, they confront eerie local myths and dark secrets."
1215106,Ko Ga Loak Village,2025-11-06,23.9818,5.143,7,th,"[35, 27]","A wave of chilling serial murders emerges, marked by the gruesome decay of male victims' secret part. As the police investigate, they confront eerie local myths and dark secrets."
950396,The Gorge,2025-02-13,30.9082,7.615,3643,en,"[10749, 878, 53]","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within."
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,27.757,8.323,835,ja,"[16, 28, 10749, 14]","In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules."
214756,Ted 2,2015-06-25,29.3976,6.316,7954,en,"[35, 14]","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
1002398,Donselya,2024-10-29,29.9773,6.45,20,tl,"[18, 10749]","Iris, an 18-year old virgin marries Joaquin, a rich widower, because of money. However, when he learns that Iris is not really a virgin, their honeymoon turns to a bloodbath."
1317448,No Place to Be Single,2026-05-08,46.8618,7.1,11,it,"[10749, 35]","A brilliant and intelligent love comedy that celebrates second chances and new horizons, starring a strong and determined woman who settles the score."
769,GoodFellas,1990-09-12,28.4974,8.5,14275,en,"[18, 80]","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
1022789,Inside Out 2,2024-06-11,31.211,7.545,6633,en,"[16, 12, 35, 10751]","Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone."
129,Spirited Away,2001-07-20,29.0827,8.534,18245,ja,"[16, 10751, 14]","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family."
1658216,Stepdaddy,2026-04-04,29.3623,5.0,2,tl,[18],Emotions and intrigue run high in this titillating taboo family affair. Chloe and Nica are sisters who both find themselves in their own passionate love affairs with their stepdad Carl.
1539104,JUJUTSU KAISEN: Execution,2025-11-07,30.9459,5.975,99,ja,"[16, 28, 14]","A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc."
11,Star Wars,1977-05-25,26.2158,8.204,22243,en,"[12, 28, 878]",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
1233413,Sinners,2025-04-16,27.6443,7.472,4441,en,"[27, 28, 53]","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back."
680493,Return to Silent Hill,2026-01-21,30.6499,5.368,472,en,"[9648, 18, 27]","When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity."
1236153,Mercy,2026-01-20,28.2604,6.986,1219,en,"[878, 28, 53]","In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate."
449985,Triple Threat,2019-03-19,14.6341,6.416,640,en,"[53, 28]","A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target."
1193501,Whistle,2026-01-20,27.7551,6.24,331,en,"[27, 9648]","A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down."
1061474,Superman,2025-07-09,27.0037,7.339,4686,en,"[878, 12, 28]","Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent."
497,The Green Mile,1999-12-10,26.2636,8.505,19184,en,"[14, 18, 80]","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
597,Titanic,1997-12-18,29.2797,7.902,27077,en,"[18, 10749]","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."
1011985,Kung Fu Panda 4,2024-03-02,29.0387,7.0,3468,en,"[28, 12, 16, 35, 10751, 14]","Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past."
866398,The Beekeeper,2024-01-08,26.5322,7.241,4160,en,"[28, 80, 53]",One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.
1472638,Buen Camino,2025-12-25,26.8106,6.277,492,it,"[35, 10751, 12]","Checco's life is a comfortable and luxurious one, and it couldn't be otherwise, considering he's the only son of Eugenio Zalone, a wealthy sofa manufacturer. Stranded by the pool in his luxurious villas, with an unspecified number of Filipinos serving him, a very young Mexican model as a girlfriend, and vacationing on his yacht with friends who share his passion for not wanting to work; it seems like a truly enviable life, considering he lacks nothing, absolutely nothing. Actually, no. Something is missing. It's his underage daughter, Cristal, named after the famous French sparkling wine, who has suddenly disappeared without a trace. Urgently summoned to Rome by his ex-wife, Linda, he finds himself facing the responsibilities of fatherhood for the first time, trying to find the girl—a very complicated task, considering he knows absolutely nothing about Cristal and her life."
1321179,The King's Warden,2026-02-04,31.0826,7.1,15,ko,"[36, 18]","In a remote mountain village of 15th-century Joseon, humble headman Heung-do hears a rumor that any village hosting an exiled nobleman will be blessed with abundance and fortune. Hoping to bring prosperity to his impoverished community, he eagerly submits a petition to host one—unaware that his guest is none other than the fallen monarch, deposed boy-king Danjong."
272148,Darna and Ding,1980-02-08,20.7585,7.0,2,en,[28],"Narda receives superhuman powers and becomes Darna. Darna and her child brother Ding start by fighting the Hawk Woman; next they face-off with the Giant, and both foes are destroyed. They meet Dr. Vontesberg a good Samaritan woman doctor, who actually plans in secret to destroy an entire village to avenge her grandfather who had been mistakenly accused of being a devil worshiper. She too has powers to summon the dead and terrorize the townspeople. Narda is captured by the evil doctor, who shows Darna how she intends to achieve her plan. Just in time, Ding arrives to rescue his helpless sister and together they stop Vontesberg's plan. Darna and Ding flow their way to the city, but they are captured by a Sorceress, and they join a bunch of other prisoners. The sorceress Lei Ming and Darna measure their strength and powers. After losing her face, Lei Ming takes her own life."
567609,Ready or Not,2019-08-21,29.3253,7.056,5364,en,"[27, 35]",A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.
807,Se7en,1995-09-22,25.3929,8.381,22993,en,"[80, 9648, 53]","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."
240,The Godfather Part II,1974-12-20,26.045,8.6,13860,en,"[18, 80]","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
808,Shrek,2001-05-18,26.1816,7.759,18657,en,"[16, 35, 14, 12, 10751]","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
1246049,Dracula,2025-07-30,27.8593,7.088,1145,fr,"[27, 14, 10749]","In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death."
76600,Avatar: The Way of Water,2022-12-14,25.6328,7.591,14047,en,"[28, 12, 878]","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure."
181808,Star Wars: The Last Jedi,2017-12-13,25.9202,6.752,16284,en,"[12, 28, 878]","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order."
1239198,My Dearest Señorita,2026-04-17,24.0184,5.85,20,es,"[18, 10749]","A young woman from a traditional family learns she's intersex, sparking a journey of self-discovery, gender identity and love found in unexpected places."
299534,Avengers: Endgame,2019-04-24,33.2184,8.234,27627,en,"[12, 878, 28]","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
1659087,180,2026-04-16,26.388,5.64,89,en,"[53, 80, 18, 10770]","When an unexpected road rage incident puts his son in critical condition, an enraged father spirals down a dark path of emotional turmoil and vengeance."
424,Schindler's List,1993-12-15,24.7964,8.568,17395,en,"[18, 36, 10752]",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
979,Irreversible,2002-05-22,27.3356,7.181,3264,fr,"[18, 53, 80]",A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.
1268127,Humint,2026-02-11,26.3955,7.3,117,ko,"[53, 28, 18]",A South Korean agent hunts a drug ring in Russia and goes head-to-head with a North Korean operative — pulling both into peril and tangled secrets.
39924,Exposé,1976-03-01,34.9803,4.951,41,en,"[53, 27]",A paranoid writer is unable to get started on his second novel. He hires a secretary and then his troubles really begin.
858024,Hamnet,2025-11-26,25.1474,7.7,1306,en,"[18, 10749, 36]","The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet."
979,Irreversible,2002-05-22,27.3356,7.181,3264,fr,"[18, 53, 80]",A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.
1268127,Humint,2026-02-11,26.3955,7.3,117,ko,"[53, 28, 18]",A South Korean agent hunts a drug ring in Russia and goes head-to-head with a North Korean operative — pulling both into peril and tangled secrets.
39924,Exposé,1976-03-01,34.9803,4.951,41,en,"[53, 27]",A paranoid writer is unable to get started on his second novel. He hires a secretary and then his troubles really begin.
858024,Hamnet,2025-11-26,25.1474,7.7,1306,en,"[18, 10749, 36]","The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet."
14836,Coraline,2009-02-05,24.0531,7.9,8901,en,"[16, 10751, 14]","Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice."
372058,Your Name.,2016-08-26,23.9284,8.475,12475,ja,"[16, 10749, 18]","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other."
1228710,Star Wars: The Mandalorian and Grogu,2026-05-20,26.9774,0.0,0,en,"[12, 878, 28]","The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu."
121,The Lord of the Rings: The Two Towers,2002-12-18,22.2864,8.416,23790,en,"[12, 14, 28]","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
438631,Dune,2021-09-15,24.6451,7.78,14802,en,"[878, 12]","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
519182,Despicable Me 4,2024-06-20,24.3105,6.986,3175,en,"[28, 16, 35, 10751, 878]","Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run."
980477,Ne Zha 2,2025-01-29,25.5523,8.123,664,zh,"[16, 28, 14, 12]","After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals."
19995,Avatar,2009-12-16,23.1549,7.602,33877,en,"[878, 28, 12]","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
106646,The Wolf of Wall Street,2013-12-25,23.601,8.027,25833,en,"[80, 18, 35]","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."
300496,Nefeli,1980-01-01,16.9096,3.571,7,el,[10749],"A beautiful woman is going to the island of Lesbos to rest, there she will meet two other beautiful young women and it will be great having sex with everyone."
569094,Spider-Man: Across the Spider-Verse,2023-05-31,23.2497,8.332,8524,en,"[16, 28, 12, 878]","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most."
429,"The Good, the Bad and the Ugly",1966-12-23,21.1095,8.5,9594,it,[37],"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold."
875828,Peaky Blinders: The Immortal Man,2026-03-05,24.3219,7.211,887,en,"[80, 18]","After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation."
1317288,Marty Supreme,2025-12-19,23.2243,7.381,1675,en,"[18, 53]","Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness."
617126,The Fantastic 4: First Steps,2025-07-23,21.6321,6.955,3281,en,"[878, 12, 28]","Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer."
840430,The Holdovers,2023-10-27,16.4021,7.6,2482,en,"[18, 35]","A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam."
1167307,David,2025-12-14,24.7432,8.038,133,en,"[16, 18, 10751, 36]","From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom."
10138,Iron Man 2,2010-04-28,23.9232,6.851,22312,en,"[12, 28, 878]","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
696393,Cold Storage,2026-01-22,23.7089,6.76,400,en,"[27, 878, 35]","When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction."
1336770,Vaazha II,2026-04-02,29.4649,7.2,4,ml,"[35, 18]","Four friends – Hashir, Alan, Ajin and Vinayak – are considered losers and troublemakers by parents, family and the school management. They face immense social pressure as they reach adulthood, embarking them on an emotional journey of self discovery and acceptance, where they finally learn to take up their responsibilities and find success."
